Name,Data.Carbohydrate,Data.Protein,Data.Fat.Total Lipid
"Onions, pearl, cooked",6.49,0.7,2.58
"Onions, green, cooked",8.37,2.09,3.2
"Palm hearts, cooked",24.8,2.62,2.73
"Parsnips, cooked",16.47,1.29,2.83
"Blackeyed peas, from frozen",23.01,8.23,3.18
"Blackeyed peas, from canned",22.9,8.19,3.16
"Green peas, cooked, from restaurant",14.28,5.37,4.71
"Green peas, fresh, cooked, no added fat",15.01,5.63,0.42
"Green peas, frozen, cooked, no added fat",14.22,5.14,0.27
"Green peas, canned, cooked, no added fat",11.36,4.47,0.8
"Green peas, NS as to form, cooked",13.81,4.99,2.8
"Green peas, fresh, cooked, fat added, NS as to fat type",14.58,5.47,3.05
"Green peas, frozen, cooked, fat added, NS as to fat type",13.81,4.99,2.8
"Green peas, canned, cooked, fat added, NS as to fat type",11.03,4.35,3.32
"Green peas, fresh, cooked with oil",14.57,5.46,3.43
"Green peas, fresh, cooked with butter or margarine",14.58,5.48,2.66
"Green peas, frozen, cooked with oil",13.8,4.99,3.17
"Green peas, frozen, cooked with butter or margarine",13.82,5.0,2.43
"Green peas, canned, cooked with oil",11.03,4.34,3.69
"Green peas, canned, cooked with butter or margarine",11.04,4.36,2.95
"Green peas, canned, reduced sodium, cooked, no added fat",12.19,3.99,0.38
"Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type",11.84,3.88,3.54
"Green peas, canned, reduced sodium, cooked with oil",11.83,3.87,4.0
"Green peas, canned, reduced sodium, cooked with butter or margarine",11.85,3.89,3.08
"Peppers, green, cooked",4.68,0.88,2.81
"Peppers, red, cooked",6.09,1.01,2.94
"Hot peppers, cooked",7.72,1.41,3.05
Pimiento,6.24,1.35,0.37
"Daikon radish, cooked",3.3,0.67,2.63
"Rutabaga, cooked",8.98,1.13,2.89
"Salsify, cooked",14.88,2.65,2.7
Sauerkraut,4.16,0.9,2.51
"Snowpea, fresh, cooked, no added fat",7.84,2.91,0.21
"Snowpea, frozen, cooked, no added fat",8.99,3.49,0.38
"Snowpea, NS as to form, cooked",7.62,2.83,2.84
"Snowpea, fresh, cooked, fat added",7.62,2.83,2.84
"Snowpea, frozen, cooked, fat added",8.74,3.4,2.9
"Seaweed, dried",52.39,31.84,4.01
"Seaweed, cooked, no added fat",7.94,3.51,0.49
"Seaweed, cooked, fat added",7.71,3.41,3.05
"Summer squash, yellow or green, fresh, cooked, no added fat",4.1,1.3,0.35
"Summer squash, yellow or green, frozen, cooked, no added fat",4.54,1.21,0.16
"Summer squash, yellow or green, canned, cooked, no added fat",2.94,0.6,0.07
"Summer squash, yellow or green, NS as to form, cooked",3.99,1.27,3.32
"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type",3.99,1.27,3.32
"Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type",4.41,1.18,2.7
"Summer squash, yellow or green, canned, cooked, fat added, NS as to fat type",2.86,0.6,2.59
"Summer squash, yellow or green, fresh, cooked with oil",3.98,1.26,3.75
"Summer squash, yellow or green, fresh, cooked with butter or margarine",3.99,1.28,2.89
"Summer squash, yellow or green, frozen, cooked with oil",4.4,1.18,3.06
"Summer squash, yellow or green, frozen, cooked with butter or margarine",4.42,1.19,2.33
"Summer squash, yellow or green, canned, cooked with oil",2.85,0.59,2.96
"Summer squash, yellow or green, canned, cooked with butter or margarine",2.86,0.6,2.23
"Spaghetti squash, cooked",6.26,0.65,2.79
"Turnip, cooked",6.7,0.95,2.83
Water Chesnut,19.22,1.38,0.09
"Winter melon, cooked",2.95,0.4,2.73
Yeast,41.22,40.44,7.61
Yeast extract spread,20.42,23.88,0.9
"Lima beans and corn, cooked, no added fat",19.25,4.3,0.5
"Lima beans and corn, cooked, fat added",18.7,4.18,3.02
"Bean salad, yellow and/or green string beans",12.98,3.53,5.0
"Peppers and onions, cooked, no added fat",8.22,1.13,0.17
"Peppers and onions, cooked, fat added",7.98,1.1,2.7
"Classic mixed vegetables, cooked, from restaurant",12.09,2.81,4.68
"Classic mixed vegetables, frozen, cooked, no added fat",13.05,2.85,0.15
"Classic mixed vegetables, canned, cooked, no added fat",8.84,2.11,0.65
"Classic mixed vegetables, NS as to form, cooked",12.68,2.78,2.68
"Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type",12.68,2.78,2.68
"Classic mixed vegetables, canned, cooked, fat added, NS as to fat type",8.59,2.06,3.18
"Classic mixed vegetables, frozen, cooked with oil",12.67,2.77,3.05
"Classic mixed vegetables, frozen, cooked with butter or margarine",12.68,2.78,2.31
"Classic mixed vegetables, canned, cooked with oil",8.58,2.05,3.54
"Classic mixed vegetables, canned, cooked with butter or margarine",8.59,2.07,2.81
"Classic mixed vegetables, canned, reduced sodium, cooked, no added fat",9.19,1.95,0.45
"Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type",8.93,1.9,3.19
"Classic mixed vegetables, canned, reduced sodium, cooked with oil",8.93,1.89,3.59
"Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine",8.94,1.91,2.79
"Peas and corn, cooked, no added fat",16.73,3.84,0.47
"Peas and corn, cooked, fat added",16.25,3.74,2.99
Ratatouille,5.74,1.1,4.74
"Vegetables, stew type, cooked, fat added",14.88,1.45,3.59
"Vegetables, stew type, cooked, no added fat",15.51,1.49,0.15
"Broccoli and cauliflower, cooked, no added fat",4.54,2.35,0.17
"Broccoli and cauliflower, cooked, fat added",4.41,2.29,2.7
"Broccoli, cauliflower and carrots, cooked, no added fat",5.59,1.76,0.34
"Broccoli, cauliflower and carrots, cooked, fat added",5.43,1.72,2.89
"Asian stir fry vegetables, cooked, no added fat",9.83,2.14,0.28
"Asian stir fry vegetables, cooked, fat added",9.55,2.09,2.82
"Jai, Monk's Food",8.45,4.15,1.86
"Vegetable mixture, dried",47.79,17.37,8.82
"Artichokes, stuffed",22.25,5.34,5.94
Green bean casserole,6.8,1.88,2.16
"Green beans, cooked, Szechuan-style",8.15,2.41,6.92
Fried cauliflower,21.68,3.9,12.74
"Chiles rellenos, cheese-filled",6.35,10.88,16.86
"Chiles rellenos, filled with meat and cheese",7.19,11.04,14.82
Stuffed jalapeno pepper,16.35,8.98,15.65
"Corn, scalloped or pudding",14.95,4.57,5.01
Corn fritter,40.77,8.25,22.51
Fried eggplant,22.11,3.54,12.7
Eggplant dip,9.63,4.25,13.25
"Eggplant parmesan casserole, regular",8.92,6.99,10.48
Eggplant with cheese and tomato sauce,6.34,6.16,4.84
"Mushrooms, stuffed",26.97,10.87,14.99
Fried mushrooms,21.26,4.6,12.79
Fried okra,22.14,3.76,12.72
Fried onion rings,39.94,4.19,19.82
Pea salad,10.56,3.01,14.03
Pea salad with cheese,9.75,5.03,16.02
"Fried summer squash, yellow or green",21.28,3.64,12.76
"Squash, summer, casserole with tomato and cheese",8.91,3.46,4.19
"Squash, summer, casserole, with rice and tomato sauce",14.9,2.32,1.65
"Squash, summer, casserole, with cheese sauce",9.28,3.69,4.69
"Squash, summer, souffle",6.8,4.66,8.7
"Creamed christophine, Puerto Rican style",24.99,2.24,4.12
Vegetable stew without meat,9.62,2.68,0.98
"Chow mein or chop suey, meatless, no noodles",5.74,1.34,1.68
Vegetable tempura,20.26,3.7,15.63
Pakora,16.24,4.92,4.77
Vegetable curry,8.72,1.59,5.23
Vegetable curry with rice,16.43,2.02,3.25
"Chow mein or chop suey, meatless, with noodles",15.72,2.98,5.05
"Green beans, pickled",10.64,1.52,0.2
"Beets, pickled",16.28,0.8,0.08
"Celery, pickled",7.32,0.57,0.16
"Relish, corn",25.66,1.7,0.92
"Cauliflower, pickled",8.98,1.59,0.25
"Cabbage, fresh, pickled, Japanese style",9.67,1.06,0.1
"Cabbage, red, pickled",10.97,1.19,0.15
Kimchi,2.4,1.1,0.5
"Pickles, dill",1.99,0.48,0.43
"Relish, pickle",35.06,0.37,0.47
"Pickles, sweet",21.15,0.58,0.41
"Eggplant, pickled",9.74,0.81,0.16
"Ginger root, pickled",4.83,0.33,0.1
Horseradish,11.29,1.18,0.69
"Mushrooms, pickled",7.56,2.56,0.3
Mustard,5.3,4.25,3.38
Honey mustard dip,25.28,1.76,17.9
"Okra, pickled",11.04,1.6,0.17
"Olives, NFS",6.04,0.84,10.9
"Olives, green",3.84,1.03,15.32
"Olives, black",6.04,0.84,10.9
"Olives, stuffed",4.02,1.04,13.22
Olive tapenade,4.17,0.73,30.05
Hot pepper sauce,0.8,1.29,0.76
"Peppers, pickled",9.11,0.75,0.19
"Pepper, hot, pickled",4.56,0.8,0.4
"Pickles, NFS",1.99,0.48,0.43
"Pickles, fried",20.47,3.32,12.79
"Radishes, pickled, Hawaiian style",7.68,0.56,0.1
"Seaweed, pickled",11.44,2.91,0.42
"Vegetables, pickled",9.85,0.99,0.23
"Turnip, pickled",10.19,0.75,0.1
Wasabi paste,46.13,2.23,10.9
"Zucchini, pickled",7.44,1.0,0.28
"Soup, cream of, NFS",10.05,2.4,1.22
"Asparagus soup, cream of, NS as to made with milk or water",6.7,2.58,2.63
"Asparagus soup, cream of, prepared with milk",6.7,2.58,2.63
"Asparagus soup, cream of, prepared with water",4.34,0.93,1.66
Borscht,4.67,1.19,1.81
"Cabbage soup, home recipe, canned or ready-to-serve",6.2,1.78,0.85
"Cabbage with meat soup, home recipe, canned or ready-to-serve",3.93,4.79,1.32
"Celery soup, cream of, prepared with milk, home recipe, canned or ready-to-serve",5.95,2.33,3.23
"Celery soup, cream of, prepared with water, home recipe, canned or ready-to-serve",3.57,0.67,2.26
"Corn soup, cream of, prepared with milk",6.67,2.08,1.1
"Corn soup, cream of, prepared with water",12.82,1.28,1.76
Gazpacho,4.13,0.83,2.38
"Leek soup, cream of, prepared with milk",7.64,2.77,3.1
"Mushroom soup, NFS",3.33,0.66,2.59
"Mushroom soup, cream of, prepared with milk",5.83,2.35,3.64
"Mushroom soup, cream of, prepared with water",3.44,0.68,2.68
"Mushroom soup, with meat broth, prepared with water",3.76,1.27,1.63
"Mushroom soup, cream of, low sodium, prepared with water",4.53,1.0,3.7
"Mushroom soup, cream of, NS as to made with milk or water",5.83,2.35,3.64
"Mushroom with chicken soup, cream of, prepared with milk",8.41,2.47,3.42
"Mushroom soup, cream of, canned, reduced sodium, NS as to made with milk or water",4.11,0.61,0.86
"Mushroom soup, cream of, canned, reduced sodium, prepared with milk",6.49,2.27,1.84
"Mushroom soup, cream of, canned, reduced sodium, prepared with water",4.11,0.61,0.86
"Onion soup, cream of, prepared with milk",7.64,2.77,3.1
"Onion soup, French",16.24,7.16,6.76
"Onion soup, made from dry mix",2.77,0.32,0.01
"Pea soup, prepared with milk",12.7,4.97,2.11
"Vegetable soup, cream of, prepared with milk",9.04,3.75,3.94
"Zucchini soup, cream of, prepared with milk",2.73,1.7,0.78
Shav soup,4.03,3.37,2.55
Seaweed soup,2.4,3.71,1.37
"Vegetable soup, canned, prepared with water or ready-to-serve",7.9,1.14,0.36
"Vegetable soup, reduced sodium, canned, ready to serve",10.28,1.16,0.51
"Vegetable soup, made from dry mix",4.72,0.72,2.18
"Vegetable soup, home recipe",6.18,1.78,0.87
"Vegetable noodle soup, home recipe",7.28,2.17,1.16
"Minestrone soup, reduced sodium, canned or ready-to-serve",9.0,2.0,0.8
"Minestrone soup, home recipe",9.66,3.48,1.12
"Minestrone soup, canned, prepared with water, or ready-to-serve",4.6,1.74,1.03
"Vegetable beef soup, canned, prepared with water, or ready-to-serve",4.11,2.26,0.77
"Vegetable beef noodle soup, prepared with water",4.12,2.26,0.77
"Vegetable noodle soup, canned, prepared with water, or ready-to-serve",4.9,0.86,0.79
"Vegetable rice soup, canned, prepared with water or ready-to-serve",8.64,2.13,1.17
"Vegetable beef soup with rice, canned, prepared with water or ready-to-serve",4.12,2.26,0.77
"Vegetable chicken rice soup, canned, prepared with water or ready-to-serve",5.41,5.11,1.33
"Vegetable soup with chicken broth, home recipe, Mexican style",6.55,2.45,3.02
"Vegetable noodle soup, reduced sodium, canned, prepared with water or ready-to-serve",9.0,2.0,0.8
"Vegetable beef soup, home recipe",3.87,5.84,1.83
"Vegetable beef soup, canned, prepared with milk",6.49,3.89,1.75
"Vegetable beef soup with noodles or pasta, home recipe",5.65,6.43,2.06
"Vegetable beef soup with rice, home recipe",6.26,6.15,1.9
"Vegetarian vegetable soup, prepared with water",4.9,0.86,0.79
"Vegetable soup, Spanish style, stew type",8.04,6.48,2.76
"Vegetable soup, chunky style",7.9,1.14,0.36
"Vegetable soup, with pasta, chunky style",8.64,2.13,1.17
"Vegetable beef soup, chunky style",10.08,3.97,1.11
"Vegetable broth, bouillon",0.93,0.24,0.07
"Spinach, creamed, baby food, strained",5.7,2.5,1.3
"Broccoli, carrots and cheese, baby food, junior",8.84,2.77,2.18
"Carrots, baby food, NS as to strained or junior",6.6,0.8,0.15
"Carrots, baby food, strained",6.0,0.8,0.1
"Carrots, baby food, junior",7.2,0.8,0.2
"Carrots, baby food, toddler",5.23,0.6,0.3
"Carrots and peas, baby food, strained",7.18,2.04,0.26
"Squash, baby food, NS as to strained or junior",5.73,0.81,0.2
"Squash, baby food, strained",5.73,0.81,0.2
"Squash, baby food, junior",5.73,0.81,0.2
"Squash and corn, baby food, strained",9.26,2.0,0.6
"Corn and sweet potatoes, baby food, strained",15.23,1.26,0.28
"Sweet potatoes, baby food, NS as to strained or junior",13.6,1.1,0.1
"Sweet potatoes, baby food, strained",13.2,1.1,0.1
"Sweet potatoes, baby food, junior",14.0,1.1,0.1
"Beans, green string, baby food, NS as to strained or junior",6.04,1.2,0.14
"Beans, green string, baby food, strained",6.29,1.2,0.17
"Beans, green string, baby food, junior",5.8,1.2,0.1
"Beans, green string, baby food, toddler",5.7,1.2,0.2
"Green beans and potatoes, baby food, strained",9.0,2.2,1.9
"Beets, baby food, strained",7.7,1.3,0.1
"Corn, creamed, baby food, NS as to strained or junior",15.18,1.4,0.4
"Corn, creamed, baby food, strained",14.1,1.4,0.4
"Corn, creamed, baby food, junior",16.25,1.4,0.4
"Mixed vegetables, garden vegetables, baby food, NS as to strained or junior",7.5,1.85,0.3
"Mixed vegetables, garden vegetables, baby food, strained",7.88,1.01,0.11
"Mixed vegetables, garden vegetables, baby food, junior",8.2,1.4,0.4
"Peas, baby food, NS as to strained or junior",8.36,3.27,0.43
"Peas, baby food, strained",8.36,3.27,0.43
"Peas, baby food, junior",8.36,3.27,0.43
"Peas, baby food, toddler",10.3,3.9,0.8
"Potatoes, baby food, toddler",11.73,1.0,0.1
"Vegetables and rice, baby food, strained",12.1,1.9,1.5
"Peas and brown rice, baby food",11.49,3.4,0.5
"Carrots and beef, baby food, strained",5.7,3.4,2.5
"Vegetable and beef, baby food, NS as to strained or junior",8.84,2.21,3.6
"Vegetable and beef, baby food, strained",8.84,2.21,3.6
"Vegetable and beef, baby food, junior",8.84,2.21,3.6
"Broccoli and chicken, baby food, strained",6.34,3.59,2.48
"Sweet potatoes and chicken, baby food, strained",11.04,2.51,2.17
"Vegetable and chicken, baby food, NS as to strained or junior",8.54,2.26,1.42
"Vegetable and chicken, baby food, strained",8.42,2.47,1.73
"Vegetable and chicken, baby food, junior",8.66,2.04,1.12
"Potatoes with cheese and broccoli, baby food, toddler",7.47,1.11,1.47
"Vegetable and turkey, baby food, NS as to strained or junior",7.58,2.02,1.32
"Vegetable and turkey, baby food, strained",7.62,2.32,0.9
"Vegetable and turkey, baby food, junior",7.55,1.72,1.74
"Fried stuffed potatoes, Puerto Rican style",16.16,4.79,11.78
"Potato and ham fritters, Puerto Rican style",12.44,5.93,14.0
"Potato chicken pie, Puerto Rican style",23.67,15.01,22.67
"Green plantain with cracklings, Puerto Rican style",27.42,10.19,21.04
"Ripe plantain fritters, Puerto Rican style",29.4,11.95,29.14
"Ripe plantain meat pie, Puerto Rican style",21.9,12.45,21.58
"Cassava Pasteles, Puerto Rican style",18.96,6.67,17.18
"Cassava fritter stuffed with crab meat, Puerto Rican style",30.21,8.99,12.48
"Stuffed tannier fritters, Puerto Rican style",19.67,11.62,29.17
Puerto Rican pasteles,17.44,7.09,13.2
"Stuffed cabbage, with meat, Puerto Rican style",8.2,9.51,15.86
"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style",10.81,3.23,3.29
Eggplant and meat casserole,4.66,7.13,5.49
Spanish stew,8.04,6.48,2.76
Puerto Rican stew,14.15,7.75,6.61
"Vegetable and fruit juice, 100% juice, with high vitamin C",11.15,0.3,0.01
"Fruit and vegetable smoothie, with dairy",13.22,1.7,0.61
"Fruit and vegetable smoothie, added protein",12.68,7.59,0.68
"Fruit and vegetable smoothie, non-dairy",13.0,1.26,0.45
"Fruit and vegetable smoothie, non-dairy, added protein",12.48,7.18,0.53
"Fruit and vegetable smoothie, bottled",12.53,0.6,0.26
"Fruit and vegetable smoothie, no dairy",14.5,1.18,0.24
Vegetable smoothie,6.06,2.76,6.53
"Table fat, NFS",0.36,0.58,74.68
"Butter, NFS",0.06,0.85,81.11
"Butter, stick",0.06,0.85,81.11
"Butter, tub",0.0,0.49,78.3
"Butter, light",0.0,3.3,55.1
"Margarine, NFS",0.82,0.17,65.04
"Margarine, stick",0.7,0.16,80.71
"Margarine, tub",0.86,0.17,59.81
"Margarine-oil blend, NFS",0.86,0.17,59.81
"Margarine-oil blend, stick",0.7,0.16,80.71
"Margarine-oil blend, tub",0.86,0.17,59.81
"Butter replacement, liquid",0.86,0.17,59.81
"Margarine-oil blend, tub, light",1.22,0.33,37.91
"Margarine-oil blend, stick, light",1.22,0.33,37.91
"Butter-oil blend, NFS",0.0,0.49,78.3
"Butter-oil blend, stick",0.06,0.85,81.11
"Butter-oil blend, tub",0.0,0.49,78.3
"Butter-oil blend, light",0.0,3.3,55.1
"Butter replacement, powder",89.0,2.0,1.0
"Oil or table fat, NFS",0.18,0.29,87.34
Animal fat or drippings,0.0,2.23,92.18
Lard,0.0,0.0,100.0
"Shortening, NS as to vegetable or animal",0.0,0.0,99.97
"Ghee, clarified butter",0.0,0.28,99.48
Garlic sauce,3.36,1.4,73.05
Lemon-butter sauce,0.74,0.8,73.02
Hollandaise sauce,1.8,5.3,56.65
Sandwich spread,22.4,0.9,34.0
Tartar sauce,13.3,1.0,16.7
Horseradish sauce,10.05,1.09,50.89
Pesto sauce,5.78,8.61,59.17
Fry sauce,7.28,0.98,56.16
Curry sauce,4.96,1.36,8.14
Honey butter,48.5,0.53,33.4
"Vegetable oil, NFS",0.0,0.0,100.0
Almond oil,0.0,0.0,100.0
Coconut oil,0.84,0.0,99.1
Corn oil,0.0,0.0,100.0
Cottonseed oil,0.0,0.0,100.0
Flaxseed oil,0.0,0.11,99.98
Olive oil,0.0,0.0,100.0
Peanut oil,0.0,0.0,100.0
Canola oil,0.0,0.0,100.0
Safflower oil,0.0,0.0,100.0
Sesame oil,0.0,0.0,100.0
Soybean oil,0.0,0.0,100.0
Sunflower oil,0.0,0.0,100.0
Walnut oil,0.0,0.0,100.0
Wheat germ oil,0.0,0.0,100.0
"Salad dressing, NFS, for salads",5.9,1.32,44.54
"Salad dressing, NFS, for sandwiches",3.41,0.9,64.2
Blue or roquefort cheese dressing,4.77,1.37,51.1
Bacon and tomato dressing,2.0,1.8,35.0
Caesar dressing,3.3,2.17,57.85
Coleslaw dressing,22.4,0.85,34.53
French or Catalina dressing,18.79,0.87,39.07
Honey mustard dressing,23.33,0.87,40.83
"Italian dressing, made with vinegar and oil",12.12,0.41,21.12
"Mayonnaise, regular",0.57,0.96,74.85
Vegan mayonnaise,16.0,0.3,19.2
Russian dressing,31.9,0.69,26.18
Mayonnaise-type salad dressing,14.78,0.65,21.6
Avocado dressing,7.36,1.9,43.33
Creamy dressing,5.9,1.32,44.54
Poppy seed dressing,23.73,0.92,33.33
Sesame dressing,8.6,3.1,45.2
Thousand Island dressing,14.64,1.09,35.06
Yogurt dressing,11.8,3.45,18.27
"Salad dressing, light, NFS",7.0,1.5,14.0
"Blue or roquefort cheese dressing, light",2.9,5.1,7.2
"Coleslaw dressing, light",40.0,0.0,20.0
"French or Catalina dressing, light",31.22,0.58,11.52
"Caesar dressing, light",18.6,0.3,4.4
"Mayonnaise, light",9.23,0.37,22.22
"Mayonnaise, reduced fat,  with olive oil",0.0,0.37,40.0
"Mayonnaise-type salad dressing, light",16.4,0.65,10.0
"Honey mustard dressing, light",28.26,0.98,10.0
"Italian dressing, light",9.99,0.39,6.68
"Russian dressing, light",27.6,0.5,4.0
"Sesame dressing, light",9.99,0.39,6.68
"Thousand Island dressing, light",24.06,0.83,11.32
Korean dressing or marinade,12.8,3.18,31.34
"Creamy dressing, light",7.0,1.5,14.0
"Blue or roquefort cheese dressing, fat free",25.6,1.52,1.01
"Caesar dressing, fat free",30.73,1.47,0.23
"Creamy dressing, fat free",20.0,1.4,2.7
"French or Catalina dressing, fat free",32.14,0.2,0.27
"Honey mustard dressing, fat free",38.43,1.07,1.47
"Italian dressing, fat free",8.75,0.97,0.87
"Mayonnaise, fat free",15.8,0.2,0.0
"Russian dressing, fat free",29.27,0.55,1.45
"Salad dressing, fat free, NFS",20.0,1.4,2.7
"Thousand Island dressing, fat free",29.27,0.55,1.45
"Bacon, for use with vegetables",1.7,33.92,35.09
"Ham, for use with vegetables",1.57,17.99,4.39
"Beef, for use with vegetables",0.0,32.41,6.82
"Chicken, for use with vegetables",0.0,26.79,6.36
"Cream sauce, for use with vegetables",10.22,1.16,14.38
"Cheese sauce, for use with vegetables",9.62,4.69,6.8
"Gravy, for use with vegetables",11.24,0.31,1.05
"Soy based sauce, for use with vegetables",20.07,1.65,0.15
"Tomato sauce, for use with vegetables",12.08,0.48,6.15
"Avocado, for use on a sandwich",8.53,2.0,14.66
"Cucumber, for use on a sandwich",3.63,0.65,0.11
"Lettuce, for use on a sandwich",2.92,1.13,0.14
"Mushrooms, for use on a sandwich",3.26,3.09,0.34
"Onions, for use on a sandwich",9.34,1.1,0.1
"Pepper, for use on a sandwich",5.13,0.91,0.22
"Spinach, for use on a sandwich",3.63,2.86,0.39
"Tomatoes, for use on a sandwich",3.89,0.88,0.2
"Bacon, for use on a sandwich",1.7,33.92,35.09
"Sugar, NFS",99.6,0.0,0.32
"Sugar, white, granulated or lump",99.6,0.0,0.32
"Sugar, white, confectioner's, powdered",99.77,0.0,0.0
